Source Account,Tweets,Date,Compound,Positive,Negative,Neutral,Tweets Ago
nytimes,"Rod Rosenstein, the deputy attorney general, is considering resigning, days after a Times report revealed he discus… https://t.co/rlPunmaaM5",Mon Sep 24 16:10:48 +0000 2018,-0.2263,0.0,0.106,0.894,38
nytimes,Aaron Carr founded a tiny watchdog agency that uses public data to push New York to go after corrupt landlords. And… https://t.co/ng5SIrMO2g,Mon Sep 24 15:55:08 +0000 2018,0.0,0.0,0.0,1.0,39
nytimes,"In Opinion

Op-Ed columnist David Leonhardt writes, ""It’s not just the mess of this nomination. I think the court h… https://t.co/bzlTA6qGu2",Mon Sep 24 15:40:07 +0000 2018,0.2755,0.1,0.0,0.9,40
nytimes,This takeout classic is beloved for a reason https://t.co/dnd6sLeXS0 https://t.co/HMMNfMpkSv,Mon Sep 24 15:25:05 +0000 2018,0.5106,0.292,0.0,0.708,41
nytimes,"Bill Cosby arrived in court in Norristown, Pennsylvania to be sentenced for drugging and sexually assaulting Andrea… https://t.co/wbTu7RpHZ4",Mon Sep 24 15:10:07 +0000 2018,-0.5267,0.0,0.216,0.784,42
nytimes,Breaking News: Rod Rosenstein is expected to leave the Justice Dept. after The Times revealed he discussed the pres… https://t.co/m2J8w8xJzi,Mon Sep 24 15:00:24 +0000 2018,0.4939,0.15,0.053,0.796,43
nytimes,"RT @HariNYT: Election results in Maldives are a big relief to India &amp; US.
“I think we are still voting for freedom, to get freedom,” 
Fears…",Mon Sep 24 15:00:16 +0000 2018,0.8074,0.241,0.0,0.759,44
nytimes,Telltale's departure is a blow to storytelling in video games that does more than fill the gaps between gunfights https://t.co/2YABghWFHX,Mon Sep 24 14:50:07 +0000 2018,0.0,0.0,0.0,1.0,45
nytimes,"RT @ginakolata: A surprisingly powerful tool to treat the nearly two million with severe heart failure
 https://t.co/CXG2L7XaZc",Mon Sep 24 14:40:05 +0000 2018,0.2023,0.313,0.24,0.447,46
nytimes,"President Trump's tariffs on Chinese products, which expanded to another $200 billion worth of goods on Monday, are… https://t.co/QTFFvvC24I",Mon Sep 24 14:25:03 +0000 2018,0.2263,0.095,0.0,0.905,47
nytimes,"RT @nytimesbusiness: Some big companies are trying to turn out the vote in November. They say it’s a nonpartisan effort, but many of them h…",Mon Sep 24 14:15:07 +0000 2018,0.0,0.0,0.0,1.0,48
nytimes,"""They're going to go for a strong reaction to remedy the horrible image this attack has given them, the imagery tha… https://t.co/FOEwjnjmRm",Mon Sep 24 14:00:06 +0000 2018,-0.5106,0.118,0.237,0.645,49
nytimes,The Trump administration argues that imposing work requirements for Medicaid is an incentive that can help lift peo… https://t.co/el4HD9JyA4,Mon Sep 24 13:46:03 +0000 2018,0.296,0.215,0.165,0.62,50
nytimes,The satellite radio provider SiriusXM said that it had agreed to acquire the struggling music streaming service Pan… https://t.co/vSQ9kUv3Mz,Mon Sep 24 13:31:04 +0000 2018,-0.1779,0.096,0.128,0.776,51
nytimes,What alarms Republicans is that staunch defenses of Brett Kavanaugh could haunt them at the ballot box if Christine… https://t.co/Dw4vDIOuZ0,Mon Sep 24 13:14:01 +0000 2018,-0.4767,0.072,0.204,0.723,52
nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/GZIpm8zN20 https://t.co/Bqhb1U3Tb8,Mon Sep 24 13:00:17 +0000 2018,0.0,0.0,0.0,1.0,53
nytimes,"At his rally in Missouri, President Trump said Judge Kavanaugh would be confirmed because ""he was born for"" the Sup… https://t.co/38SHh9dbhT",Mon Sep 24 12:44:04 +0000 2018,0.0,0.0,0.0,1.0,54
nytimes,RT @_StephenCastle In Britain a second Brexit referendum is growing more likely. But it needs the help of Labour's… https://t.co/mXp5caxOKi,Mon Sep 24 12:30:11 +0000 2018,0.5267,0.206,0.0,0.794,55
nytimes,"""Hopefully we'll have a second judge very shortly who is a fantastic, fantastic man, a fantastic talent and intelle… https://t.co/nI2zpJujZN",Mon Sep 24 12:15:04 +0000 2018,0.946,0.576,0.0,0.424,56
nytimes,"Your daily @DealBook Briefing:

• Comcast pays big to go international.

• The trade war heats up.

• Corporate Ame… https://t.co/g30Jd44dqy",Mon Sep 24 12:00:08 +0000 2018,-0.5994,0.0,0.187,0.813,57
nytimes,Bill Cosby may become one of the most famous Americans ever to enter a prison cell https://t.co/HcoI5ZWCCc,Mon Sep 24 11:45:06 +0000 2018,-0.5106,0.0,0.18,0.82,58
nytimes,"Days after being named deputy attorney general, Rod Rosenstein was so alarmed by what he was seeing inside the Whit… https://t.co/K9AKw8f9y3",Mon Sep 24 11:30:02 +0000 2018,-0.4795,0.0,0.135,0.865,59
nytimes,"RT @peterbakernyt: In new interview, Trump backs Kavanaugh, assails mayor of San Juan and leaves open the possibility that he may fire Rose…",Mon Sep 24 11:22:23 +0000 2018,-0.3818,0.0,0.146,0.854,60
nytimes,"Survivors of abuse used #WhyIDidntReport to highlight the difficulties, fear, anger and shame that so often surroun… https://t.co/nxLSDixeZg",Mon Sep 24 11:17:04 +0000 2018,-0.9325,0.078,0.532,0.39,61
nytimes,Charles Kuen Kao's research revolutionized the field of fiber optics and helped lay the technical groundwork for th… https://t.co/uMwGG1D3HT,Mon Sep 24 11:00:08 +0000 2018,0.0,0.0,0.0,1.0,62
nytimes,Video: This is the moment gunmen stormed a military parade in Iran https://t.co/pIkZpU2pko,Mon Sep 24 10:46:04 +0000 2018,0.0,0.0,0.0,1.0,63
nytimes,The geologist David Marchant had an Antarctic glacier named after him. The honor was stripped away after he was acc… https://t.co/p0R9JVogTh,Mon Sep 24 10:30:06 +0000 2018,0.4939,0.138,0.0,0.862,64
nytimes,"In a video, children in the refugee camp can be heard shrieking as helicopters fly overhead with water to douse the… https://t.co/UtpU67Kq0S",Mon Sep 24 10:15:04 +0000 2018,0.0,0.0,0.0,1.0,65
nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cYLF5GZ78X https://t.co/wOGPKWeVmj,Mon Sep 24 10:00:09 +0000 2018,0.0,0.0,0.0,1.0,66
nytimes,"After hours of tense waiting, the Maldives's authoritarian incumbent conceded defeat https://t.co/29ZMuzNXS3",Mon Sep 24 09:46:01 +0000 2018,-0.6597,0.0,0.351,0.649,67
nytimes,RT @benjmueller: 78 percent of Labour wants a second referendum. Jeremy Corbyn wants an election. A look at the party's conflicted relation…,Mon Sep 24 09:30:07 +0000 2018,0.0,0.0,0.0,1.0,68
nytimes,Accusations of sexual harassment have ended the careers of men in many fields. Now the impact has rippled all the w… https://t.co/mLapE0lYhq,Mon Sep 24 09:15:00 +0000 2018,-0.7003,0.0,0.225,0.775,69
nytimes,"Monzo, like other start-up banks, still has to figure out how to be profitable. But it has already begun to reimagi… https://t.co/vqZxSS3XYi",Mon Sep 24 09:00:19 +0000 2018,0.6597,0.213,0.0,0.787,70
nytimes,Establish trust. Add fake content. Organize real-life discord. Our video shows how online trolls divide Americans. https://t.co/LsbIW5SAXd,Mon Sep 24 08:45:01 +0000 2018,-0.3612,0.143,0.251,0.606,71
nytimes,"Google, Dell, IBM and others say the tariffs will increase costs for companies and consumers, hindering America’s a… https://t.co/XqjS8DlxkK",Mon Sep 24 08:30:08 +0000 2018,0.3182,0.113,0.0,0.887,72
nytimes,"One man, standing on the first tee as Tiger Woods prepared to begin his final round, said matter-of-factly, “I’m go… https://t.co/zwBNQgGk2Y",Mon Sep 24 08:15:05 +0000 2018,0.2263,0.087,0.0,0.913,73
nytimes,"Tenby, Wales 
A town where, sooner or later, there is a very good chance you will end up doing an Ironman, whether… https://t.co/lF1CYKbaLR",Mon Sep 24 08:00:02 +0000 2018,0.6674,0.224,0.0,0.776,74
nytimes,"""Just keep asking those questions, listening to the answers and being as genuine as possible. Yes, it’s that easy.""  https://t.co/ownLySwFpS",Mon Sep 24 07:45:03 +0000 2018,0.4019,0.124,0.0,0.876,75
nytimes,"The French president may still command respect on the world stage, but at home the young man christened “Jupiter,”… https://t.co/Edf6cY4Rnh",Mon Sep 24 07:30:04 +0000 2018,0.2617,0.097,0.0,0.903,76
nytimes,The German government reached a deal to resolve a standoff over the future of the country’s intelligence chief https://t.co/uQYE1EKeyu,Mon Sep 24 07:15:04 +0000 2018,0.7269,0.336,0.0,0.664,77
nytimes,"With the British government’s negotiations on the terms of Brexit in turmoil, the campaign for a “people’s vote” co… https://t.co/bUWOKSHbLb",Mon Sep 24 07:00:05 +0000 2018,-0.3612,0.0,0.122,0.878,78
nytimes,Oil producers led by Saudi Arabia and Russia resisted pressure from President Trump to pump more oil and hold down… https://t.co/VVrbKTZePB,Mon Sep 24 06:45:07 +0000 2018,-0.296,0.0,0.099,0.901,79
nytimes,"RT @nytimesworld: People rarely switch banks, but European start-ups are luring young people with slick apps, low fees and even an office d…",Mon Sep 24 06:35:19 +0000 2018,-0.3919,0.0,0.108,0.892,80
nytimes,The weekend box office boiled down to a competition between Steven Spielberg and Jeff Bezos. It was not a happy out… https://t.co/HYzB5kATwc,Mon Sep 24 06:30:10 +0000 2018,-0.4585,0.0,0.136,0.864,81
nytimes,"For the first time in its history, the Metropolitan Opera is commissioning operas by women https://t.co/fCHZCzqkkl",Mon Sep 24 06:15:05 +0000 2018,0.0,0.0,0.0,1.0,82
nytimes,New York City officials say a program that provides free water bottles could lead to students using 54 million fewe… https://t.co/5YCCPOtnsc,Mon Sep 24 06:00:06 +0000 2018,0.5106,0.148,0.0,0.852,83
nytimes,The high-speed rail station has been deeply contentious in Hong Kong because it will host Chinese officers who will… https://t.co/qsYXVyCMgp,Mon Sep 24 05:45:05 +0000 2018,-0.3597,0.0,0.116,0.884,84
nytimes,"Amazon uses Seattle as a living laboratory, trying out new retail and logistics models https://t.co/k6gjOJ7ZvK",Mon Sep 24 05:30:04 +0000 2018,0.1779,0.116,0.0,0.884,85
nytimes,Hong Kong authorities have used a colonial-era law to ban a political party that called for the city’s independence… https://t.co/hpNHGBrcgs,Mon Sep 24 05:20:05 +0000 2018,-0.2263,0.121,0.161,0.717,86
nytimes,Representative Scott Taylor’s campaign is facing accusations that it was part of an improper effort to help an inde… https://t.co/A1CHR1JJth,Mon Sep 24 05:10:01 +0000 2018,0.1027,0.117,0.1,0.783,87
nytimes,"As the risk that Judge Kavanaugh’s nomination could collapse has mounted, President Trump has been forced into the… https://t.co/DWrzyKmKlb",Mon Sep 24 04:55:06 +0000 2018,-0.8074,0.0,0.342,0.658,88
nytimes,"For Trump’s advisers, the biggest risk at the UN General Assembly this year is the reverse of what it was last year… https://t.co/KaHn5TRahk",Mon Sep 24 04:40:04 +0000 2018,-0.2732,0.0,0.087,0.913,89
nytimes,The leader of a prominent conservative research organization is taking a leave of absence after arguing that accusa… https://t.co/YaHnSH1j1Y,Mon Sep 24 04:28:36 +0000 2018,-0.2263,0.112,0.205,0.683,90
nytimes,"RT @JanePerlez: Forty years ago Jimmy Carter and Deng Xiaoping stood side by side at the Kennedy Center, the rosy start of the US China rel…",Mon Sep 24 04:14:48 +0000 2018,0.0,0.0,0.0,1.0,91
nytimes,"Despite spending an extra $200 million on bonuses and easing standards for new recruits, the Army is still 6,500 tr… https://t.co/nlCh3GihIb",Mon Sep 24 04:14:13 +0000 2018,0.6808,0.228,0.0,0.772,92
nytimes,Want to Seem More Likable? Try This. https://t.co/c5KmfnNKCX,Mon Sep 24 03:56:52 +0000 2018,0.0772,0.157,0.0,0.843,93
nytimes,Judge Kavanaugh’s prospects were further clouded on Sunday when The New Yorker reported a new allegation of sexual… https://t.co/n1z8XxXjxD,Mon Sep 24 03:48:54 +0000 2018,0.25,0.113,0.062,0.825,94
nytimes,"For 3 generations of grieving Americans, Arlington National Cemetery's Section 60 is communal turf, a small patch w… https://t.co/zAZX6kW9P2",Mon Sep 24 03:35:01 +0000 2018,-0.5106,0.0,0.171,0.829,95
nytimes,"Tiger Woods, Golf’s Dominant Force, Hoists a Trophy Once Again https://t.co/64YOE34F9n",Mon Sep 24 03:18:48 +0000 2018,0.0,0.0,0.0,1.0,96
nytimes,"To many people, a school photo is a forgettable, embarrassing moment from childhood. 

But for Steve McQueen — the… https://t.co/qVR0acXJJf",Mon Sep 24 03:15:58 +0000 2018,-0.3818,0.0,0.14,0.86,97
nytimes,"Choosing a favorite pasta is like choosing a favorite outfit: An obviously impossible task, and yet there are those… https://t.co/6JkN5bO6yO",Mon Sep 24 02:58:26 +0000 2018,0.8176,0.362,0.0,0.638,98
nytimes,"Under the influence of MDMA, octopuses seemed to become more social. They even tried to hug a pot that contained an… https://t.co/ePZH8Jff9m",Mon Sep 24 02:40:33 +0000 2018,0.4767,0.134,0.0,0.866,99
nytimes,Using your broiler makes these fish tacos easy enough for a weeknight dinner https://t.co/nx9F5ZRRkw,Mon Sep 24 02:24:08 +0000 2018,0.4404,0.195,0.0,0.805,100
CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",Mon Sep 24 18:56:15 +0000 2018,0.0,0.0,0.0,1.0,1
CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",Sun Sep 23 23:24:03 +0000 2018,-0.2263,0.0,0.087,0.913,2
CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,0.0,1.0,3
CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.098,0.758,4
CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.142,0.187,0.672,5
CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.0,0.891,6
CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,Thu Sep 20 21:38:21 +0000 2018,0.6467,0.157,0.0,0.843,7
CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,0.0,1.0,8
CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.236,0.588,9
CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.0,0.791,10
CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.0,0.473,11
CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,0.0,1.0,12
CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.0,0.737,13
CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",Sun Sep 16 23:48:59 +0000 2018,-0.2263,0.0,0.091,0.909,14
CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,Sun Sep 16 14:33:46 +0000 2018,0.0,0.0,0.0,1.0,15
CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",Sat Sep 15 16:00:01 +0000 2018,-0.4322,0.07,0.159,0.771,16
CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",Fri Sep 14 18:22:59 +0000 2018,-0.2481,0.181,0.248,0.571,17
CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,Thu Sep 13 20:52:06 +0000 2018,0.0,0.0,0.0,1.0,18
CBS,This just in... https://t.co/QG3OYF6Rfv,Thu Sep 13 20:28:06 +0000 2018,0.0,0.0,0.0,1.0,19
CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,Thu Sep 13 18:06:49 +0000 2018,0.4753,0.218,0.083,0.699,20
CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",Mon Sep 24 18:56:15 +0000 2018,0.0,0.0,0.0,1.0,21
CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",Sun Sep 23 23:24:03 +0000 2018,-0.2263,0.0,0.087,0.913,22
CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,0.0,1.0,23
CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.098,0.758,24
CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.142,0.187,0.672,25
CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.0,0.891,26
CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,Thu Sep 20 21:38:21 +0000 2018,0.6467,0.157,0.0,0.843,27
CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,0.0,1.0,28
CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.236,0.588,29
CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.0,0.791,30
CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.0,0.473,31
CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,0.0,1.0,32
CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.0,0.737,33
CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",Sun Sep 16 23:48:59 +0000 2018,-0.2263,0.0,0.091,0.909,34
CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,Sun Sep 16 14:33:46 +0000 2018,0.0,0.0,0.0,1.0,35
CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",Sat Sep 15 16:00:01 +0000 2018,-0.4322,0.07,0.159,0.771,36
CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",Fri Sep 14 18:22:59 +0000 2018,-0.2481,0.181,0.248,0.571,37
CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,Thu Sep 13 20:52:06 +0000 2018,0.0,0.0,0.0,1.0,38
CBS,This just in... https://t.co/QG3OYF6Rfv,Thu Sep 13 20:28:06 +0000 2018,0.0,0.0,0.0,1.0,39
CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,Thu Sep 13 18:06:49 +0000 2018,0.4753,0.218,0.083,0.699,40
CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",Mon Sep 10 17:06:16 +0000 2018,0.0,0.0,0.0,1.0,41
CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",Sun Sep 09 23:36:09 +0000 2018,-0.2263,0.0,0.083,0.917,42
CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,Sun Sep 09 14:00:00 +0000 2018,0.6705,0.282,0.0,0.718,43
CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,Sat Sep 08 16:20:43 +0000 2018,0.4215,0.149,0.0,0.851,44
CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,Sat Sep 08 00:00:00 +0000 2018,0.0,0.0,0.0,1.0,45
CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",Fri Sep 07 23:15:09 +0000 2018,-0.5411,0.092,0.196,0.712,46
CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,Fri Sep 07 21:50:51 +0000 2018,0.0,0.0,0.0,1.0,47
CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,Thu Sep 06 22:10:49 +0000 2018,-0.296,0.0,0.121,0.879,48
CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,Thu Sep 06 19:00:01 +0000 2018,0.4753,0.192,0.0,0.808,49
CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,Wed Sep 05 21:00:00 +0000 2018,0.0,0.0,0.0,1.0,50
CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,Wed Sep 05 17:32:40 +0000 2018,0.3612,0.111,0.0,0.889,51
CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",Wed Sep 05 16:48:09 +0000 2018,0.6908,0.533,0.0,0.467,52
CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,Tue Sep 04 20:34:26 +0000 2018,0.4215,0.135,0.0,0.865,53
CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,Sat Sep 01 15:25:34 +0000 2018,0.6514,0.171,0.0,0.829,54
CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",Fri Aug 31 21:26:49 +0000 2018,0.0,0.0,0.0,1.0,55
CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",Fri Aug 31 18:01:01 +0000 2018,0.0,0.0,0.0,1.0,56
CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",Thu Aug 30 19:45:51 +0000 2018,-0.6908,0.0,0.239,0.761,57
CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,Thu Aug 30 15:32:47 +0000 2018,0.6239,0.17,0.0,0.83,58
CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",Mon Aug 27 23:36:57 +0000 2018,0.0,0.0,0.0,1.0,59
CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,Fri Aug 24 20:30:16 +0000 2018,-0.4389,0.0,0.121,0.879,60
CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",Wed Aug 22 20:55:25 +0000 2018,0.0,0.0,0.0,1.0,61
CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",Wed Aug 22 20:10:12 +0000 2018,0.0,0.0,0.0,1.0,62
CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,Mon Aug 20 21:59:56 +0000 2018,0.5423,0.171,0.0,0.829,63
CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",Fri Aug 17 17:42:02 +0000 2018,0.3182,0.113,0.0,0.887,64
CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,Thu Aug 16 18:40:09 +0000 2018,0.0,0.0,0.0,1.0,65
CBS,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,Thu Aug 16 00:09:03 +0000 2018,-0.5267,0.092,0.188,0.72,66
CBS,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,Sun Aug 12 23:30:02 +0000 2018,0.0,0.0,0.0,1.0,67
CBS,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,Sun Aug 12 15:04:59 +0000 2018,0.4389,0.126,0.0,0.874,68
CBS,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,Sat Aug 11 18:00:00 +0000 2018,-0.3182,0.0,0.103,0.897,69
CBS,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,Sat Aug 11 15:00:02 +0000 2018,0.4926,0.144,0.0,0.856,70
CBS,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",Fri Aug 10 22:28:55 +0000 2018,0.8957,0.419,0.0,0.581,71
CBS,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",Fri Aug 10 19:59:14 +0000 2018,0.0,0.0,0.0,1.0,72
